"card","reports","age","income","share","expenditure","owner","selfemp","dependents","months","majorcards","active"
1,0,48.66667,2.9,0.1770172,253.3658,1,0,3,114,1,19
1,0,25.08333,2.65,0.009650944,858.3475,0,0,0,33,1,16
1,0,26.91667,1.9,0.0003125,41.81667,0,0,0,18,1,5
1,0,38.75,2.8463,0.007026666,118.7133,1,0,1,230,1,19
1,0,28.16667,3.12,0.08677917,225.4592,0,0,3,10,0,1
1,0,35,4.1125,0.1110255,101.2008,1,0,1,37,1,1
1,0,40.75,6,0.06123966,306.0317,0,0,2,84,1,46
1,0,21.91667,6.7,0.05414866,302.2467,0,0,0,8,1,19
0,0,35.91667,3.38,0.0003550296,0,1,0,2,48,0,15
1,1,33.66667,2.45,0.1085196,220.8942,0,0,0,12,1,13
1,0,57.58333,4.1,0.08389854,12.08333,1,0,4,51,1,16
0,11,26.41667,7.572,0.0003428572,0,0,1,0,14,0,18
1,0,24.58333,2.8,0.06297679,146.8625,0,0,0,12,1,0
1,0,35.16667,5.9,0.06604102,324.6183,1,0,3,7,1,9
1,0,27.25,5.4,0.09087579,240.8208,1,0,4,204,1,7
1,0,30,2.8,0.1067854,249.1658,0,0,0,50,1,2
1,0,43.83333,3.9,0.01558974,8.778334,1,0,0,146,1,17
1,0,46.91667,3.2,0.04113469,87.63667,0,0,0,17,1,4
0,0,21.83333,2.08,0.0002926829,0,0,0,2,30,1,0
1,2,25.16667,2.5,0.00048,105.125,0,1,0,30,1,18
1,1,43.16667,1.95,0.03098154,50.17833,0,0,0,3,1,7
1,0,25.66667,1.85,0.18692,327.11,0,0,0,15,1,6
0,0,30.66667,5.6,4e-04,0,1,0,1,28,0,8
1,1,46,3.2,0.01013447,84.39083,1,0,2,25,1,8
1,2,26,7,0.221529,1292.003,0,1,0,13,1,14
1,3,40.33333,3.067,0.1596997,408.0825,0,0,0,30,0,0
1,0,42.91667,4,0.0146375,240.2775,0,0,0,60,1,11
1,0,31.25,4.8,0.08315605,263.3275,0,0,0,30,1,13
1,0,31.5,5.905,0.0002531646,123.8917,1,0,0,13,1,23
0,1,29.83333,2.5,0.00048,0,1,0,0,96,1,8
1,1,21.16667,1.8,0.1925344,288.8017,0,0,0,192,1,8
1,0,74.16666,2.8065,0.01688936,38.83333,1,0,2,180,1,10
1,4,25.83333,4.815,0.0007272727,171.5125,0,0,0,36,1,18
0,0,34.16667,2.7268,0.0004400763,0,0,0,1,12,1,2
1,0,63.5,3,0.08901566,222.5392,1,0,0,42,1,13
1,1,21.91667,2.8065,0.004701667,38.83333,1,0,1,511,0,10
1,1,21.25,3.4224,0.02909975,82.65916,0,0,0,41,1,3
0,0,20.25,1.8,0.0006666667,0,0,0,0,24,1,7
1,0,22.91667,2.15,0.009956279,17.17167,0,0,0,12,1,1
1,0,42.41667,4.2,0.02501619,87.30666,0,1,4,36,1,9
0,1,21.16667,2.6,0.0004615385,0,0,0,0,192,1,8
1,2,35.83333,2.42,0.05948347,119.625,0,0,0,56,1,18
1,0,24.75,2.8,0.08070774,86.54667,0,0,0,14,0,6
1,0,40.75,1.6,0.03113791,94.11833,0,0,1,41,1,1
1,1,41.08333,2,0.0055,8.333333,1,0,3,120,0,4
0,0,25.41667,2.1,0.04128572,0,1,0,0,14,1,5
1,0,32.91667,6.5,0.1776717,402.7225,1,0,1,12,1,13
1,0,28.41667,2.4304,0.2284344,462.6558,1,0,0,51,1,7
1,1,48.66667,2.15,0.1770172,885.0858,1,0,3,114,0,16
1,0,30.33333,2.45,0.05832653,119,0,0,0,8,1,8
1,0,22.41667,3.12,0.2400213,620.055,0,0,0,3,1,3
1,0,31,4.0104,0.04792941,101.6833,0,0,0,42,1,18
1,0,29.08333,4.58,0.01952256,59.61917,0,0,0,44,1,11
1,0,33.75,1.8,0.0006666667,0,1,0,3,12,1,5
0,4,38,1.7095,0.05063821,0,0,0,2,27,1,2
1,0,21.91667,6.3,0.06498916,122.1917,1,0,0,72,1,20
1,0,27.25,3.5,0.06493969,170.4667,0,0,2,24,1,9
1,0,40.33333,9.9999,0.01036232,129.3333,1,0,2,192,1,21
0,0,23.75,1.5678,0.0007654037,0,0,0,2,6,1,0
1,0,33.75,2.9623,0.002227999,4.583333,1,1,1,11,1,13
1,1,27.75,2.54,0.09362111,137.8692,0,0,0,9,1,13
1,0,21.66667,2.16,0.1106287,198.5483,1,0,0,18,1,7
1,3,23.16667,4,0.0007401468,3.166667,0,0,2,18,0,4
0,5,41.25,4.5,0.0002735978,0,1,0,3,172,1,9
0,0,33.75,1.8,0.0002735978,0,1,0,2,11,1,9
1,0,27.33333,2.75,0.07033833,105.5075,0,0,0,6,1,3
1,0,24.08333,2.9,0.01701942,34.15583,1,0,1,49,1,3
1,0,45.58333,2.25,0.02006617,0,0,0,0,12,1,9
1,0,32.83333,1.2,0.001,0,0,0,0,6,1,2
0,0,28.16667,5.14,0.0004615385,37.58333,1,0,2,13,1,3
1,0,26.33333,1.5,0.01446872,46.52333,0,0,0,30,1,13
0,0,28.41667,2.1,6e-04,344.1808,0,0,1,22,1,19
1,0,37.33333,3.24,0.05719193,497.7058,1,0,3,25,1,16
1,3,36.58333,6.72,0.03142812,0,1,0,2,4,1,0
0,2,38.91667,4.9,0.000244898,0,0,0,3,408,1,11
0,0,41.58333,3.12,0.0003846154,0,1,0,0,42,0,12
1,2,23.83333,2.35,0.0003636364,136.0408,0,0,0,36,1,17
1,0,30.41667,2.5,0.0048,7.083333,1,0,2,45,1,14
1,0,34,2.205,0.04400998,387.2183,1,0,3,180,0,19
1,0,43.66667,2.4,0.02186308,182.825,1,0,1,12,1,18
1,0,22,2.5,0.07657401,159.1958,0,0,2,15,1,7
1,0,34,3.7,0.1893335,194.4667,1,1,0,6,1,2
1,0,48.16667,2.12,0.2265,434.125,0,0,0,72,1,10
1,0,28.08333,6.2,0.1840382,174.925,1,0,0,18,1,11
1,0,40.33333,3.65,0.0509016,17.66667,0,0,1,24,1,2
0,1,24.25,2,4e-04,0,0,0,0,52,0,3
0,0,30.16667,2.4,0.0003428572,0,0,0,0,72,1,11
1,0,26.41667,4.03,0.0921725,215.0692,0,0,0,72,1,16
0,1,31.66667,3.5,4e-04,0,0,0,0,12,0,0
0,0,32.33333,2.9,0.101359,0.3125,1,0,0,38,1,8
1,1,29.16667,1.99,0.06038794,100.1433,1,0,1,12,0,5
1,0,26.08333,1.92,0.08595,250.5208,0,0,1,64,1,2
1,1,29.5,5,0.1067854,249.1658,0,1,1,50,1,3
1,0,26.83333,2.16,0.007586207,14,1,0,1,2,1,0
1,0,25.16667,1.8,0.09848222,147.7233,0,0,0,1,1,3
1,2,40.41667,2.2375,0.05063821,108.9767,0,0,1,27,1,1
0,0,21.91667,2.4,0.07491956,0,1,0,2,72,1,10
1,1,40.16667,1.9,0.1059958,167.8267,1,1,1,108,1,17
0,3,25.66667,5.5,0.1535069,0,0,0,1,36,1,5
0,0,32.08333,2.16,0.0005555556,0,0,0,1,38,0,8
0,2,26,3.2,0.01478031,38.9975,1,1,0,13,1,31
1,0,61,3,0.0004615385,77.35667,1,0,2,54,0,14
1,0,35.25,6,0.00048,2291.174,0,0,0,10,1,0
1,1,36.16667,7.8,0.07661206,248.9058,0,0,1,48,1,18
1,0,38.25,3.2,0.5263956,71.53,0,0,1,12,1,6
1,1,24.16667,3.1,0.1792845,463.1517,0,0,0,24,0,5
1,0,32.66667,2.2593,0.06498916,122.1917,0,0,0,25,1,0
1,0,32.58333,2.34,0.09980781,0,1,0,3,61,1,6
1,0,36,1.8,0.01989944,101.7633,0,0,0,6,1,10
1,0,29.25,4.467,0.1139494,138.5467,1,0,2,63,0,5
0,0,36.41667,2.585,0.0002307692,0,0,0,2,8,1,0
1,0,32.58333,4.8,0.09980781,232.2758,0,0,2,2,1,4
1,0,45.66667,5.8,0.03306483,159.73,1,0,1,372,1,24
1,0,37.25,1.5,0.0007718034,20.18083,0,0,0,36,1,0
0,0,25.66667,3.5,0.0006485084,0,1,0,1,14,1,0
1,0,24.66667,2.0676,0.05832653,356.7817,0,0,0,8,1,17
1,0,27.08333,1.89,0.126377,69.0325,0,0,6,51,1,16
1,0,39,1.75,0.1932389,131.6742,1,0,2,113,0,3
0,4,24.16667,4,0.0004303389,0,0,0,0,4,1,32
1,0,47.33333,10.4,0.1395,2001.547,1,0,0,9,0,13
0,0,24.83333,2.1,0.0005714286,0,0,0,2,12,1,7
0,3,26.58333,3.2,0.0004285714,0,1,0,3,12,1,11
1,0,40.41667,2.448,0.2090833,391.4175,1,0,1,36,1,2
1,1,45,3.8,0.03137474,99.10333,1,0,1,14,1,20
1,0,32.83333,5,0.00024,191.8358,0,1,0,4,1,0
1,7,23.33333,2.7,0.0004615385,379.2983,0,0,0,36,1,0
0,1,25.16667,2.5,0.00048,0,0,1,1,30,1,18
1,0,26.58333,3.2,0.04957879,398.8508,1,1,2,12,1,0
0,0,33.08333,1.939,0.0006188757,0,1,0,2,12,1,5
1,0,45.66667,2.308,0.0006091371,423.1267,0,0,0,7,1,6
0,0,30.41667,2,0.0048,0,1,0,3,28,1,0
0,0,22,3,0.0005714286,0,1,0,0,209,0,3
0,0,39.75,2.45,0.0714951,0,1,0,2,38,1,8
1,0,35.33333,3,0.0006470588,135.045,0,0,1,15,1,8
1,0,41.91667,2.6,0.004230769,1011.333,0,0,1,6,1,3
1,0,39.66667,2.4304,0.1275373,462.6558,1,0,2,72,1,9
1,0,30.83333,3.15,0.001998425,4.583333,0,0,1,6,1,4
1,0,27.25,2.7495,0.2148416,194.4667,0,0,0,156,0,11
1,0,19.41667,1.8,0.08415,125.8917,0,0,0,3,1,0
1,1,26.16667,2.466,0.000486618,297.0317,1,0,1,10,1,9
1,0,22.83333,5,0.0229845,37.97417,0,0,0,25,1,16
1,0,19.66667,4.1,0.115781,82.92084,1,0,0,41,1,5
1,0,23.83333,2.97,0.08264108,105.125,1,0,0,24,1,13
1,0,41.66667,5.5,3e-04,148.3725,1,0,0,9,1,0
1,0,27.25,2.0676,0.06493969,356.7817,0,0,2,4,1,9
1,0,24.25,3.5,0.0559685,93.1975,0,1,0,48,1,12
1,0,27.16667,1.5344,0.01492807,27.78,0,0,0,36,1,5
1,0,31.16667,5.1,0.101359,430.6925,1,0,0,38,0,10
1,0,22.58333,2.25,0.04462218,98.57916,1,0,3,12,1,4
0,0,25.58333,3.41,0.006522581,17.785,1,0,1,4,1,7
1,0,25.75,3.7,0.026998,89.82667,0,0,1,12,0,0
0,0,28,3.4,8e-04,0,0,0,0,12,1,0
0,2,35.75,4.14,0.0004761905,0,1,0,0,12,1,9
1,4,31.33333,3.2,0.00025,109.6092,0,0,2,17,1,0
1,0,36.16667,7.8,0.01210897,293.0658,1,0,1,24,1,0
1,0,36.91667,7,0.1083524,631.9725,1,1,1,12,1,5
1,1,23.41667,9.9999,0.03820546,69.79333,0,0,2,49,1,7
0,0,35,2.06,0.0005825243,0,1,0,1,31,1,23
1,1,22.08333,6.6,0.09274364,510.09,0,0,0,12,0,3
1,0,36.5,4,3e-04,26,1,0,0,28,1,12
1,0,43.83333,1.8769,0.001095238,8.75,1,0,4,168,1,3
0,0,32,2.534,0.0004735596,0,0,0,0,62,0,10
1,0,31.25,5.6965,0.008123409,38.0625,1,0,2,540,0,7
1,0,24.33333,3,0.09068,6.145833,1,0,1,18,1,6
1,0,43.58333,4.3681,0.04429271,160.4792,1,0,2,3,1,0
1,0,53,2.45,0.2508032,642.4742,0,0,0,3,1,0
1,0,31.16667,3.1894,0.09721233,258.2908,0,0,1,10,1,6
1,0,34.75,2,0.01336725,43.97417,1,0,1,38,1,6
1,0,45.83333,2.1,0.06486379,188.105,0,0,1,27,0,6
1,0,20.83333,3.9,0.00475,248.9058,0,1,0,18,0,10
1,0,47.41667,2.15,0.2703846,183.8983,1,1,0,6,1,14
0,0,26.66667,2,0.03145,0,0,0,1,60,1,15
0,1,33.25,4.1,0.0002926829,0,0,0,0,146,1,15
1,1,44.91667,5.8,0.03635741,175.6442,1,0,2,148,1,11
1,0,27.16667,2.25,0.01112149,21.33333,1,0,0,240,1,7
1,0,50,4.5,0.0723855,120.5592,0,0,0,301,1,4
1,0,43.16667,3.7,0.0002255639,114.6017,1,0,5,110,0,7
1,0,28.83333,3.6,0.02479182,130.0267,1,1,0,16,1,0
1,0,28.16667,4.7,0.01200622,33.5075,1,0,0,6,1,19
1,0,63.16667,5.5,0.02048182,93.625,1,0,1,192,1,12
0,1,32.33333,4.8,2e-04,0,1,0,4,18,1,0
1,0,28.41667,6.9,0.07231405,415.8058,1,0,0,1,1,12
1,0,28.91667,2.75,0.1130587,875.8884,1,0,1,16,1,6
1,0,0.5833333,2.0272,0.0831712,173.0233,0,0,0,9,0,5
1,0,28.33333,2,0.0049,7.416667,0,0,0,82,1,0
1,0,37,3.8,0.2456279,777.8217,0,0,0,97,1,6
1,0,24.08333,2.6796,0.03099,59.1475,0,0,0,36,1,4
0,7,23.33333,1.8,0.0004615385,379.2983,0,0,0,36,1,2
1,0,49.58333,1.56,0.03501987,44.9425,1,0,1,38,1,3
1,0,20.16667,1.5,0.001833333,149.5508,0,0,0,50,1,14
1,0,39.41667,4.7,0.00297809,247.2992,0,0,4,12,1,10
1,2,36.58333,1.6,0.0004761905,300.4608,0,0,0,6,1,9
1,0,41.08333,2.2348,0.0055,82.92084,0,0,0,9,0,5
1,0,31.25,1.78,0.0006741573,0,0,0,0,3,1,6
1,0,36.83333,3.3,0.002743142,8.333333,0,0,0,3,1,15
1,0,51.58333,12.4999,0.2975549,3099.505,1,0,1,120,1,7
1,0,32.25,1.6,0.07879038,300.4608,0,0,1,6,1,8
1,0,40.75,5,0.02724,112.9167,0,0,3,6,1,2
1,0,24.66667,2.275,0.1804298,292.9483,0,0,0,31,1,10
1,2,35.16667,3.84,0.0003125,215.4392,0,0,1,12,0,7
1,0,51.75,3.8,0.01511711,35.16833,1,0,0,131,1,5
1,0,27.08333,2.5,0.008601538,22.4625,0,1,0,18,1,6
1,0,45.08333,6,0.09064,294.58,0,0,0,120,1,16
0,0,35.91667,1.85,0.04339778,0,0,0,0,56,0,0
1,0,47.83333,4,0.03474402,10.29083,1,0,1,84,1,9
0,0,49.16667,4.3,0.0007058823,0,0,0,1,14,0,6
1,0,30.33333,1.99,0.2490915,412.9933,1,0,0,82,0,7
1,1,30.58333,8.1,0.002627389,747.67,0,0,3,72,1,9
1,1,30,4,0.05105425,170.1808,1,0,5,42,1,4
1,1,40.75,8,0.04667138,311.1425,0,0,2,38,1,5
1,0,0.75,3,0.01972267,24.07,0,0,0,18,0,5
1,0,33.75,5.3,0.0002735978,191.7017,1,0,2,108,1,2
1,0,25.91667,2.4,0.1066462,213.2925,0,0,3,5,1,11
1,0,32.83333,2.5,0.08961231,188.1858,0,0,0,12,1,0
1,0,32.58333,2.2,0.0001846154,0,0,0,0,31,1,6
0,0,29,3.3,0.5263956,0,1,0,0,12,1,23
0,0,32.16667,2.8,0.0004285714,31,1,0,2,106,0,11
0,0,30.08333,2.7,0.0002758621,0,0,0,0,28,1,5
0,0,28.33333,6.6,0.00075,0,0,0,0,55,1,1
1,0,26.83333,2.9,0.006872069,15.94083,0,1,1,24,1,3
1,3,38.75,4.8,0.3706127,132.8508,1,0,1,252,1,0
1,0,18.5,3,0.2115316,45.87583,1,0,0,28,1,11
1,0,62,1.638,0.04700183,424.1767,1,0,0,63,1,1
0,1,35.5,2.5,0.0032,0,0,0,1,102,1,21
1,0,49.16667,5.2,0.01799908,35.16667,1,0,1,15,0,5
1,0,34.91667,2.3,0.05904476,129.4167,0,0,2,49,1,3
0,1,39.58333,8.1,0.09833618,0,0,0,0,18,1,13
1,0,31.75,3.57,0.0003361345,97.42416,0,0,0,12,1,7
1,0,34.25,2,0.1235615,0,1,0,1,42,0,6
1,0,24.66667,2.75,0.03314945,94.145,1,0,0,31,1,6
0,0,23.58333,2.425,0.0004948454,0,0,1,2,132,1,1
1,0,48.25,5,0.0219424,301.2525,1,0,3,144,1,8
0,0,28.16667,2.8,0.0002870813,0,0,0,0,5,1,1
0,0,40.5,4.0128,0.03733385,0,0,0,0,3,1,17
1,0,45.5,4.2,0.02501619,87.30666,0,0,2,36,1,9
1,0,22.83333,2.5,0.2395248,132.1292,0,0,0,8,1,3
1,1,40.83333,3,0.003666667,21.715,0,0,0,28,1,22
1,0,39.5,3,0.004155556,105.5075,1,0,4,58,1,4
1,0,39.58333,1.908,0.02690671,42.615,1,0,2,120,1,9
1,0,51.83333,3.5,0.1329034,212.4783,1,0,1,180,1,13
1,1,23.66667,2.3,0.0003809524,14.33167,0,0,1,14,1,5
0,1,21.5,3.5,0.0003428572,0,0,0,0,5,0,5
1,0,20,3.86,0.02268351,0,1,1,0,86,1,5
1,0,43.83333,3.9,0.01453408,50.08333,1,0,2,179,1,4
0,1,24.33333,4.1,0.0002926829,0,0,0,1,5,0,0
1,0,27.16667,2.5,0.02476569,66.26417,1,0,2,36,1,8
1,0,27.5,1.85,0.0006486487,356.8792,0,0,0,50,1,12
1,0,25.75,2.205,0.05965243,91.96417,1,0,0,24,1,10
0,0,25.41667,4.18,0.1660628,0,0,0,1,12,1,2
1,0,26.83333,2.9,0.007014479,15.94083,1,0,1,101,1,9
1,0,34.16667,3.3,0.0003636364,84.73167,0,0,1,3,1,12
1,0,24.16667,3.2,0.1149625,240.38,0,0,2,14,1,12
1,0,27.08333,4.375,0.008601538,89.955,1,0,1,48,0,1
1,0,23,1.8,0.111475,167.2125,0,0,0,26,1,2
1,0,30.66667,4,0.03251895,140.3467,0,0,0,24,0,4
1,2,33.08333,3.5,0.05705314,166.2383,0,0,1,63,1,8
1,0,31.75,3,0.01055514,30.36917,1,0,1,36,1,5
1,0,27.33333,3.5,0.02358028,153.7267,0,0,5,6,1,3
1,0,39.75,2.6,0.04854384,101.4942,1,0,0,27,1,6
1,0,28.41667,5.5,0.04854384,105.095,1,0,0,12,1,6
1,0,51.75,3.4,0.01511711,87.63667,0,0,0,42,1,5
1,0,47.58333,1.79,0.03404134,216.165,0,0,3,3,1,9
1,0,32,2.534,0.0004735596,344.0067,0,0,0,126,0,17
1,0,46.25,8.94,0.02528568,423.1267,0,0,1,96,1,17
1,5,50.33333,3.192,0.04148197,0,0,0,2,12,1,5
1,0,32.08333,2.4,0.02962699,101.2008,1,0,0,37,0,23
1,1,45.58333,3.305,0.006686838,23.58333,1,0,2,122,1,12
1,1,26.25,6.5,0.2897866,1569.677,1,0,4,66,1,18
1,0,35,9.9999,0.1101059,43.74417,1,0,0,72,1,29
1,0,35,4.1125,0.02240434,55.76083,1,1,1,37,1,22
1,0,35.91667,2.62,0.04356111,97.5125,1,0,1,6,1,11
1,0,29.58333,2.86,0.2015343,480.3233,0,0,0,47,1,17
1,0,22,3.3,0.03947758,213.1292,0,1,0,120,1,8
1,0,27.83333,3.04,0.06705059,546.5033,0,0,0,64,1,5
1,1,36.83333,3.3,0.03545144,431.1433,1,0,0,3,1,0
0,0,24.58333,1.511,0.0007941761,0,0,0,0,44,1,6
1,1,44.83333,2.6,4e-04,0,1,0,2,48,1,2
1,0,30.66667,2.6,0.2956862,640.6533,1,0,0,25,1,4
1,0,32.16667,2.5,0.1178903,61.73583,1,0,2,120,0,0
1,0,44.58333,2,0.03145,34.53167,1,0,3,18,1,1
1,4,25.33333,4,3e-04,213.2925,0,0,0,5,1,32
1,0,26.83333,2.32,0.007586207,548.035,1,0,0,2,1,0
1,0,46.16667,2.58,0.07673334,164.6433,1,0,0,120,0,5
1,0,57.66667,2.5,0.05074,158.6067,0,0,1,24,1,11
1,0,26.58333,2.35,0.06488553,126.6508,0,0,1,72,1,8
0,1,46.75,2.8,0.0004285714,0,0,0,2,192,1,2
0,0,52.25,2.8896,0.0003243243,0,0,0,4,12,0,0
0,0,42,1.98,0.0007142857,0,1,0,3,120,0,8
0,0,25.33333,2.5,0.0004545455,440.6908,0,0,0,24,0,33
1,0,28.25,2.64,0.0004545455,0,1,0,0,24,1,33
1,1,35.33333,6.888,0.01023621,58.50583,1,0,0,5,1,18
0,0,35.16667,4,3e-04,207.7133,0,0,1,50,1,32
1,0,21.25,3,0.06025,100.4167,1,0,2,38,0,2
0,0,19,1.97,0.0006091371,0,0,0,1,25,1,2
1,0,25.41667,2.6,0.004807692,25.5075,0,0,0,3,1,11
1,0,28.91667,1.511,0.0007941761,298.4783,0,0,1,6,1,11
1,0,31.25,5,0.02533895,149.7,1,0,2,12,1,8
1,0,33.66667,4.8,0.1537802,615.1208,0,0,4,12,1,0
1,1,25.16667,4,0.03709175,0,1,0,2,18,1,0
1,0,48.33333,3,0.03187233,0,0,0,0,180,1,12
0,0,63.41667,3.3,0.0005614035,0,1,0,0,240,1,7
0,3,45.41667,2.35,0.0007272727,0,0,0,0,36,1,5
1,2,53,4.7,0.0005555556,71.95917,0,1,3,74,1,5
0,3,32.75,3,0.04137513,0,1,0,3,32,1,7
0,0,40,9.9999,0.0001200012,0,0,0,1,158,1,9
1,0,34.08333,1.7,0.04899547,198.0233,1,0,2,114,1,6
1,2,40.33333,8.4,0.0723855,120.5592,0,0,2,69,1,12
1,0,23.83333,3.2,0.0801425,417.835,0,0,0,14,1,6
0,0,34.25,5.5,0.5409953,1352.488,0,0,0,72,1,3
1,0,21.41667,1.56,0.06716603,87.14917,0,0,0,4,1,5
1,0,35.5,2,0.0205616,128.4267,1,0,2,200,1,9
1,0,24.25,2.6,0.2969185,352.8483,1,0,1,96,1,11
1,0,47.83333,4.68,0.01116743,64.56,1,0,3,4,1,6
1,0,34.83333,6,0.017262,86.22667,0,0,0,204,1,6
1,0,52.25,4.07,0.06885749,85.97833,1,0,0,12,1,14
1,2,40.41667,3.1,0.1792845,108.9767,0,0,0,58,1,14
1,0,30.75,2.8,0.05751464,33.5075,1,0,0,10,0,3
0,0,24.08333,3.5,0.1136103,0,0,0,0,54,1,0
1,0,24.5,2.1,0.3213481,188.1858,0,0,1,12,1,0
1,0,0.5833333,2,0.0831712,274.9467,0,0,0,13,1,5
1,0,21.58333,5.6,0.08529589,398.0475,1,0,4,10,1,4
1,0,26.08333,3,0.045469,544.5208,1,0,1,67,1,8
1,0,27.16667,4,0.08183375,163.4175,0,0,0,61,1,0
0,0,27.41667,3.6,0.06057946,0,0,0,0,18,1,2
1,1,24.08333,2.9,0.118307,113.2492,1,0,0,60,1,22
1,0,26.66667,2.5,0.02125,0,0,1,1,25,1,10
1,0,52.41667,3.05,0.02392328,8.125,0,0,0,96,1,6
1,0,20.25,2,0.204897,341.245,1,0,0,24,1,7
1,0,24.66667,1.6417,0.05114029,144.3975,0,0,0,19,1,9
1,0,40.91667,2.34,0.0005128205,10.29083,1,0,1,61,1,9
0,0,24.41667,1.9,0.0004195804,0,0,0,0,38,1,0
1,1,21.5,9.9999,0.0998702,832.2433,1,0,3,120,1,11
1,0,22.41667,3.9946,0.07619161,253.6292,1,0,3,268,1,0
0,0,21.08333,2.7268,0.04630688,0,0,0,1,162,1,11
1,0,19.41667,5.5,0.07795545,356.8792,0,0,0,50,1,0
0,1,29.83333,6.3,0.595776,1836.976,0,1,4,60,1,7
0,0,28.91667,2.1,0.0001846154,0,0,0,0,28,1,5
1,0,25.25,2,0.08686655,209.8442,0,0,1,276,1,6
1,0,32.25,2.6,0.0004615385,170.4625,1,0,1,48,1,1
0,0,27,1.75,0.03482019,35.16833,1,0,0,135,1,0
1,1,26,4.16,0.0002884615,1292.003,0,1,0,13,1,31
1,0,26.33333,2.1,0.1325831,240.4842,0,0,1,24,1,5
1,0,32.33333,2.4,0.101359,67.39833,0,0,0,38,1,10
1,0,20.41667,3.12,0.02673974,93.91917,0,1,2,66,1,1
1,0,39.41667,3,0.06917133,172.5717,0,0,0,25,1,13
1,0,40.41667,3.115,0.07675923,199.0042,1,0,3,60,1,11
0,6,23.16667,1.6213,0.0001714286,0,1,0,1,144,1,4
1,0,20.25,4.3681,0.04429271,160.4792,1,0,0,96,1,10
1,0,20.25,2.534,0.0004735596,341.245,0,0,0,24,1,3
1,2,40.58333,3.1,0.0003870968,0,1,0,0,62,1,5
1,0,23.25,2.7161,0.0008368201,0,1,0,1,12,1,10
1,0,24.66667,3.4,0.01336535,44.41333,0,0,0,5,1,8
1,0,24.25,2.7495,0.2969185,492.2558,0,0,0,156,1,11
1,0,27.83333,3.04,0.1608053,95.9975,0,0,0,24,1,0
1,0,46.25,3.15,0.02528568,188.295,1,0,1,96,1,9
0,0,38.5,5.97,0.2171703,0,1,0,0,95,1,19
1,0,39,3.2,0.04514543,131.6742,1,0,0,5,0,0
0,0,34.5,8.4,0.0001428571,0,1,0,2,6,1,18
1,0,19.5,2.98,0.0004026846,61.9525,0,0,0,18,1,0
1,0,36.75,2.5,0.032497,80.82584,0,0,0,7,1,21
1,0,34.33333,6,0.003928571,8.333333,1,0,1,48,1,3
1,0,35.91667,4.55,0.002619048,8.333333,1,0,4,59,1,13
1,0,30,1.99,0.0210496,43.43667,0,0,3,8,1,5
0,0,30.08333,4.5,0.05416889,4.583333,0,0,2,57,1,0
1,0,35,4,0.02962699,101.2008,0,0,1,70,1,1
1,0,39.08333,2.6875,0.07412688,181.015,1,0,1,85,1,12
0,1,43.25,2.15,0.00024,0,1,0,0,144,1,11
1,0,23.25,1.62,0.0007407407,15.41667,0,0,1,12,1,7
1,0,31.16667,2.8,0.1656494,88.73917,0,0,3,14,0,0
1,0,26.83333,2.1,0.07229714,126.1033,1,1,1,90,0,3
1,0,22.16667,3.4064,0.08183375,180.655,0,1,1,120,1,7
1,0,24.83333,5.1,0.0970047,412.1867,0,1,2,48,1,0
0,0,27.16667,2.6,0.8778461,126.1033,1,0,3,90,0,7
1,0,24.91667,2.0676,0.2071184,54.64667,0,0,0,4,1,2
1,0,44.66667,4.38,5e-04,136.1242,0,0,0,24,1,11
1,0,28.83333,2.184,0.07956502,144.6417,1,0,0,5,1,0
1,0,21.91667,4.8,0.05414866,758.9391,1,0,0,8,1,6
1,0,31.75,5.43,0.007506077,97.42416,0,0,0,14,1,0
0,0,24.08333,1.62,0.07138018,13.68583,1,0,0,24,1,4
0,1,19,2.19,0.3406356,116.3525,0,0,0,59,1,2
1,0,0.5,3.05,0.05114029,144.3975,0,0,1,94,1,5
1,0,47.41667,3.3,0.0003636364,113.75,0,0,3,48,1,12
1,1,23.25,2.5,0.0887728,184.9433,1,0,0,228,1,8
0,0,49.58333,1.75,0.01074229,15.3325,0,0,0,1,1,3
1,0,32,1.62,0.0544468,113.1808,0,0,0,12,0,4
1,0,41.33333,4.5,0.01022222,0,1,0,3,144,1,3
0,1,26.16667,2.466,0.000486618,0,1,0,1,14,0,20
1,0,20.66667,3.75,0.00032,156.9,0,0,1,288,1,10
0,0,34.25,3.8,5e-04,0,0,0,0,26,1,1
1,0,28.08333,6.9,0.06075971,349.2017,1,0,2,160,1,0
1,0,48.16667,4.8,0.1537802,615.1208,1,0,0,108,1,17
1,0,20.83333,4.2,0.1300521,208.0833,0,0,4,36,1,14
1,0,36.25,2.8,0.03813821,88.73917,0,0,2,24,0,0
0,0,40,4.5,0.02467697,34.52083,0,0,0,3,1,0
1,0,31.5,3.5,0.09478866,195.0233,0,0,0,94,1,2
1,1,28.16667,3.5,0.0016,44,1,0,1,86,1,7
0,2,57.58333,2.315,0.08389854,0,0,0,1,17,1,8
1,0,30.75,4.3,0.09011575,482.6575,1,0,1,37,1,7
1,0,40,6,0.06123966,359.1225,0,0,5,2,1,16
1,0,46.33333,3.1782,0.003491803,246.5708,0,0,0,96,1,4
1,0,31.58333,2.0237,0.0005929733,63.99166,0,0,0,3,1,3
1,0,31.33333,3.7,0.05220054,160.4517,1,0,2,44,0,4
1,0,38.33333,3,0.227364,568.2433,0,0,0,46,1,2
1,0,32.33333,3.5,0.101359,633.4133,1,0,0,95,1,17
